"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"wonderfull#strongpositive";"1";"1";"1";"wonderfull";"G";"wonderfull#1"
"sastisfied#positive";"1";"1";"1";"sastisfied";"V";"sastisfied#1"
"charming#positive";"1";"1";"1";"charming";"G";"charming#1"
"satisfies#positive";"1";"1";"1";"satisfies";"N";"satisfies#1"
"attended#positive";"1";"1";"1";"attend";"V";"attended#1"
"humid#negative";"1";"1";"1";"humid";"G";"humid#1"
"competent#positive";"1";"1";"1";"competent";"G";"competent#1"
"apposed#negative";"1";"1";"1";"appose";"V";"apposed#1"
"excelent#strongpositive";"1";"1";"1";"Excelent";"R";"excelent#1"
"damaged#negative";"1";"1";"1";"damage";"V";"damaged#1"
"frienly#positive";"1";"1";"1";"frienly";"A";"frienly#1"
"collapses#negative";"1";"1";"1";"collapse";"N";"collapses#1"
"friendy#positive";"1";"1";"1";"friendy";"G";"friendy#1"
"friendly.#positive";"1";"1";"1";"friendly.";"N";"friendly.#1"
"substantial#positive";"1";"1";"1";"substantial";"G";"substantial#1"
"trendy#positive";"1";"1";"1";"Trendy";"R";"trendy#1"
"quaint#positive";"1";"1";"1";"quaint";"G";"quaint#1"
"unbearable#negative";"1";"1";"1";"unbearable";"G";"unbearable#1"
"lousy#strongnegative";"1";"1";"1";"lousy";"G";"lousy#1"
"healthy#positive";"1";"1";"1";"healthy";"G";"healthy#1"
"larger#positive";"1";"1";"1";"larger";"G";"larger#1"
"ridiculous#negative";"1";"1";"1";"ridiculous";"G";"ridiculous#1"
"unforgettable#strongpositive";"1";"1";"1";"unforgettable";"G";"unforgettable#1"
"dirty.our#negative";"1";"1";"1";"Dirty.our";"R";"dirty.our#1"
"chic#positive";"1";"1";"1";"chic";"G";"chic#1"
"respected#positive";"1";"1";"1";"respect";"V";"respected#1"
"courtesious#positive";"1";"1";"1";"courtesious";"G";"courtesious#1"
"contemporary#positive";"1";"1";"1";"contemporary";"G";"contemporary#1"
"go.avoid#negative";"1";"1";"1";"go.avoid";"V";"go.avoid#1"
"creative#positive";"1";"1";"1";"creative";"G";"creative#1"
"admire#positive";"1";"1";"1";"admire";"V";"admire#1"
"faded#negative";"1";"1";"1";"fade";"V";"faded#1"
"marvelous#strongpositive";"1";"1";"1";"marvellous";"G";"marvelous#1"
"impersonal#negative";"1";"1";"1";"impersonal";"G";"impersonal#1"
"cancelation#positive";"1";"1";"1";"cancelation";"N";"cancelation#1"
"chipped#negative";"1";"1";"1";"chip";"V";"chipped#1"
"dull#negative";"1";"1";"1";"dull";"A";"dull#1"
"panoramic#positive";"1";"1";"1";"panoramic";"G";"panoramic#1"
"proffesional#positive";"1";"1";"1";"proffesional";"G";"proffesional#1"
"brocken#negative";"1";"1";"1";"brocken";"V";"brocken#1"
"smart#positive";"1";"1";"1";"Smart";"R";"smart#1"
"incl.#positive";"1";"1";"1";"incl.";"V";"incl.#1"
"hbo#negative";"1";"1";"1";"HBO";"R";"hbo#1"
"idem#negative";"1";"1";"1";"Idem";"R";"idem#1"
"smooth#positive";"1";"1";"1";"smooth";"A";"smooth#1"
"massive#strongpositive";"1";"1";"1";"massive";"G";"massive#1"
"disadvantages#negative";"1";"1";"1";"disadvantage";"N";"disadvantages#1"
"fab#strongpositive";"1";"1";"1";"fab";"N";"fab#1"
"claustrophobic#strongnegative";"1";"1";"1";"claustrophobic";"G";"claustrophobic#1"
"bland#negative";"1";"1";"1";"bland";"G";"bland#1"
"faulty#negative";"1";"1";"1";"faulty";"G";"faulty#1"
"rotten#negative";"1";"1";"1";"rotten";"G";"rotten#1"
"leaking#negative";"1";"1";"1";"leak";"V";"leaking#1"
"grubby#negative";"1";"1";"1";"grubby";"G";"grubby#1"
"organised#positive";"1";"1";"1";"organise";"V";"organised#1"
"grewat#strongpositive";"1";"1";"1";"grewat";"G";"grewat#1"
"varied.#positive";"1";"1";"1";"varied.";"V";"varied.#1"
"crappy#strongnegative";"1";"1";"1";"crappy";"G";"crappy#1"
"overworked#negative";"1";"1";"1";"overworked";"G";"overworked#1"
"replenished#positive";"1";"1";"1";"replenish";"V";"replenished#1"
"bright#positive";"1";"1";"1";"bright";"G";"bright#1"
"classic#positive";"1";"1";"1";"classic";"G";"classic#1"
"appreciate#positive";"1";"1";"1";"appreciate";"V";"appreciate#1"
"separate#positive";"1";"1";"1";"separate";"G";"separate#1"
"peaceful#positive";"1";"1";"1";"peaceful";"G";"peaceful#1"
"torn#negative";"1";"1";"1";"torn";"G";"torn#1"
"inexpensive#positive";"1";"1";"1";"inexpensive";"G";"inexpensive#1"
"good#positive";"0";"72";"153";"good";"G";"good#153"
"great#strongpositive";"0";"53";"91";"great";"G";"great#91"
"nice#positive";"0";"45";"82";"nice";"G";"nice#82"
"excellent#strongpositive";"0";"41";"44";"excellent";"G";"excellent#44"
"clean#positive";"0";"39";"72";"clean";"G";"clean#72"
"friendly#positive";"0";"32";"55";"friendly";"G";"friendly#55"
"no#negative";"0";"25";"78";"no";"D";"no#78"
"free#positive";"0";"23";"30";"free";"G";"free#30"
"small#negative";"0";"14";"52";"small";"G";"small#53"
"old#negative";"0";"13";"36";"old";"G";"old#36"
"beautiful#positive";"0";"13";"17";"beautiful";"G";"beautiful#17"
"helpful#positive";"0";"12";"22";"helpful";"G";"helpful#22"
"comfortable#positive";"0";"12";"20";"comfortable";"G";"comfortable#20"
"modern#positive";"0";"11";"20";"modern";"G";"modern#20"
"ok#positive";"0";"11";"17";"ok";"N";"ok#17"
"big#positive";"0";"11";"27";"big";"G";"big#27"
"lovely#positive";"0";"11";"18";"lovely";"G";"lovely#18"
"bad#negative";"0";"10";"24";"bad";"G";"bad#24"
"large#positive";"0";"10";"21";"large";"G";"large#21"
"poor#negative";"0";"9";"23";"poor";"G";"poor#23"
"amazing#strongpositive";"0";"9";"11";"amazing";"G";"amazing#11"
"fantastic#strongpositive";"0";"9";"12";"fantastic";"G";"fantastic#12"
"dirty#negative";"0";"9";"12";"dirty";"G";"dirty#12"
"fine#positive";"0";"7";"11";"fine";"G";"fine#11"
"perfect#strongpositive";"0";"7";"13";"Perfect";"R";"perfect#13"
"noisy#negative";"0";"7";"13";"noisy";"G";"noisy#13"
"budget#positive";"0";"7";"14";"budget";"N";"budget#14"
"not#negative";"0";"7";"203";"not";"A";"not#203"
"cheap#positive";"0";"7";"16";"cheap";"G";"cheap#16"
"tiny#strongnegative";"0";"6";"8";"tiny";"G";"tiny#8"
"quiet#positive";"0";"6";"9";"quiet";"G";"quiet#9"
"enjoyed#positive";"0";"6";"11";"enjoy";"V";"enjoyed#11"
"had#positive";"0";"6";"98";"have";"V";"had#98"
"best#strongpositive";"0";"5";"32";"good";"G";"best#32"
"dark#negative";"0";"5";"6";"dark";"G";"dark#6"
"spacious#positive";"0";"5";"9";"spacious";"G";"spacious#9"
"efficient#positive";"0";"5";"7";"efficient";"G";"efficient#7"
"kind#positive";"0";"4";"14";"kind";"R";"kind#14"
"dated#negative";"0";"4";"7";"date";"V";"dated#7"
"terrible#strongnegative";"0";"4";"7";"terrible";"G";"terrible#7"
"liked#positive";"0";"4";"5";"like";"V";"liked#5"
"adequate#positive";"0";"4";"5";"adequate";"G";"adequate#5"
"offers#positive";"0";"4";"5";"offer";"V";"offers#5"
"awful#strongnegative";"0";"4";"5";"awful";"G";"awful#5"
"basic#negative";"0";"4";"14";"basic";"G";"basic#14"
"central#positive";"0";"4";"11";"central";"R";"central#11"
"professional#positive";"0";"3";"7";"professional";"G";"professional#7"
"noise#negative";"0";"3";"18";"noise";"A";"noise#18"
"cold#negative";"0";"3";"5";"cold";"G";"cold#5"
"available#positive";"0";"3";"14";"available";"G";"available#14"
"lovely#strongpositive";"0";"3";"18";"lovely";"G";"lovely#18"
"convenient#positive";"0";"3";"6";"convenient";"G";"convenient#6"
"rude#negative";"0";"3";"8";"rude";"G";"rude#8"
"relaxing#positive";"0";"3";"8";"relaxing";"G";"relaxing#8"
"helpfull#positive";"0";"3";"6";"helpfull";"G";"helpfull#6"
"avoid#negative";"0";"3";"5";"avoid";"P";"avoid#5"
"okay#positive";"0";"3";"4";"okay";"G";"okay#4"
"including#positive";"0";"3";"6";"include";"V";"including#6"
"great#positive";"0";"3";"91";"great";"G";"great#91"
"have#positive";"0";"3";"90";"have";"V";"have#90"
"luxury#positive";"0";"3";"9";"luxury";"N";"luxury#9"
"loved#strongpositive";"0";"3";"4";"love";"V";"loved#4"
"loud#negative";"0";"3";"12";"loud";"G";"loud#12"
"recommend#positive";"0";"3";"19";"recommend";"V";"recommend#19"
"comfy#positive";"0";"3";"5";"comfy";"R";"comfy#5"
"hear#negative";"0";"2";"10";"hear";"V";"hear#10"
"complained#negative";"0";"2";"4";"complain";"V";"complained#4"
"near#positive";"0";"2";"23";"near";"A";"near#23"
"decent#positive";"0";"2";"6";"decent";"G";"decent#6"
"provided#positive";"0";"2";"13";"provide";"V";"provided#13"
"expensive#negative";"0";"2";"11";"expensive";"G";"expensive#11"
"attentive#positive";"0";"2";"6";"attentive";"G";"attentive#6"
"hard#negative";"0";"2";"8";"hard";"G";"hard#8"
"huge#positive";"0";"2";"8";"huge";"G";"huge#8"
"fast#positive";"0";"2";"8";"fast";"A";"fast#8"
"reasonable#positive";"0";"2";"6";"reasonable";"G";"reasonable#6"
"better#positive";"0";"2";"27";"better";"A";"better#27"
"wonderful#strongpositive";"0";"2";"8";"wonderful";"G";"wonderful#8"
"affordable#positive";"0";"2";"3";"affordable";"G";"affordable#3"
"enjoy#positive";"0";"2";"6";"enjoy";"V";"enjoy#6"
"alright#positive";"0";"2";"4";"alright";"A";"alright#4"
"tidy#positive";"0";"2";"3";"tidy";"G";"tidy#3"
"interesting#positive";"0";"2";"5";"interesting";"G";"interesting#5"
"stained#negative";"0";"2";"3";"stain";"V";"stained#3"
"brilliant#strongpositive";"0";"2";"7";"brilliant";"G";"brilliant#7"
"narrow#negative";"0";"2";"3";"narrow";"G";"narrow#3"
"found#negative";"0";"2";"19";"find";"V";"found#19"
"limited#negative";"0";"2";"5";"limited";"G";"limited#5"
"horrible#strongnegative";"0";"2";"4";"horrible";"G";"horrible#4"
"broken#negative";"0";"2";"3";"break";"V";"broken#3"
"empty#negative";"0";"2";"4";"empty";"G";"empty#4"
"fresh#positive";"0";"2";"4";"fresh";"G";"fresh#4"
"offered#positive";"0";"2";"6";"offer";"V";"offered#6"
"tasty#positive";"0";"2";"3";"tasty";"G";"tasty#3"
"included#positive";"0";"2";"7";"included";"G";"included#7"
"cozy#positive";"0";"2";"4";"cozy";"R";"cozy#4"
"new#positive";"0";"2";"9";"new";"R";"new#9"
"little#negative";"0";"2";"32";"little";"G";"little#32"
"has#positive";"0";"2";"19";"have";"V";"has#19"
"big#negative";"0";"1";"27";"big";"G";"big#27"
"simple#negative";"0";"1";"3";"simple";"G";"simple#3"
"hot#negative";"0";"1";"11";"hot";"G";"hot#11"
"polite#positive";"0";"1";"3";"Polite";"R";"polite#3"
"romantic#positive";"0";"1";"3";"romantic";"G";"romantic#3"
"practical#positive";"0";"1";"2";"practical";"G";"practical#2"
"frequent#positive";"0";"1";"2";"frequent";"G";"frequent#2"
"standard#negative";"0";"1";"11";"standard";"G";"standard#11"
"difficult#negative";"0";"1";"3";"difficult";"G";"difficult#3"
"hot#positive";"0";"1";"11";"hot";"G";"hot#11"
"gross#negative";"0";"1";"2";"gross";"G";"gross#2"
"reasonable#negative";"0";"1";"6";"reasonable";"G";"reasonable#6"
"find#positive";"0";"1";"13";"find";"V";"find#13"
"wonderful#positive";"0";"1";"8";"wonderful";"G";"wonderful#8"
"small#positive";"0";"1";"52";"small";"G";"small#53"
"space#negative";"0";"1";"10";"space";"N";"space#10"
"selection#positive";"0";"1";"4";"selection";"N";"selection#4"
"felt#positive";"0";"1";"5";"feel";"V";"felt#5"
"definately#strongnegative";"0";"1";"2";"definately";"A";"definately#2"
"glad#positive";"0";"1";"2";"glad";"G";"glad#2"
"acceptable#positive";"0";"1";"2";"acceptable";"G";"acceptable#2"
"preferred#positive";"0";"1";"3";"prefer";"V";"preferred#3"
"get#negative";"0";"1";"39";"get";"V";"get#39"
"positive#positive";"0";"1";"5";"positive";"G";"positive#5"
"special#positive";"0";"1";"10";"special";"G";"special#10"
"disaster#negative";"0";"1";"2";"disaster";"N";"disaster#2"
"happily#positive";"0";"1";"2";"happily";"A";"happily#2"
"luxurious#positive";"0";"1";"2";"luxurious";"G";"luxurious#2"
"huge#strongpositive";"0";"1";"8";"huge";"G";"huge#8"
"was#negative";"0";"1";"366";"be";"V";"was#366"
"disaster#strongnegative";"0";"1";"2";"disaster";"N";"disaster#2"
"great#strongnegative";"0";"1";"91";"great";"G";"great#91"
"family#positive";"0";"1";"8";"family";"N";"family#8"
"thing#positive";"0";"1";"11";"thing";"N";"thing#11"
"saw#negative";"0";"1";"2";"see";"V";"saw#2"
"tired#negative";"0";"1";"3";"tired";"G";"tired#3"
"luxurious#strongpositive";"0";"1";"2";"luxurious";"G";"luxurious#2"
"boring#negative";"0";"1";"2";"boring";"G";"boring#2"
"reliable#positive";"0";"1";"3";"reliable";"G";"reliable#3"
"welcoming#positive";"0";"1";"2";"welcoming";"G";"welcoming#2"
"negative#negative";"0";"1";"2";"negative";"G";"negative#2"
"prefer#positive";"0";"1";"2";"prefer";"V";"prefer#2"
"elegant#positive";"0";"1";"2";"elegant";"G";"elegant#2"
"idea#strongpositive";"0";"1";"2";"Idea";"R";"idea#2"
"renovated#positive";"0";"1";"3";"renovate";"V";"renovated#3"
"prefer#negative";"0";"1";"2";"prefer";"V";"prefer#2"
"short#positive";"0";"1";"14";"short";"G";"short#14"
"surprised#positive";"0";"1";"3";"surprise";"V";"surprised#3"
"given#positive";"0";"1";"6";"give";"V";"given#6"
"complaining#negative";"0";"1";"2";"complain";"V";"complaining#2"
"ideal#strongpositive";"0";"1";"4";"ideal";"G";"ideal#4"
"residential#negative";"0";"1";"2";"residential";"G";"residential#2"
"warm#positive";"0";"1";"5";"warm";"G";"warm#5"
"stairs#negative";"0";"1";"3";"stair";"N";"stairs#3"
"offering#positive";"0";"1";"4";"offer";"V";"offering#4"
"fancy#positive";"0";"1";"2";"fancy";"G";"fancy#2"
"typical#positive";"0";"1";"4";"typical";"G";"typical#4"
"attractive#positive";"0";"1";"2";"attractive";"G";"attractive#2"
"design#positive";"0";"1";"5";"design";"N";"design#5"
"smaller#negative";"0";"1";"4";"smaller";"G";"smaller#4"
"provides#positive";"0";"1";"3";"provide";"V";"provides#3"
"pool#positive";"0";"1";"25";"pool";"N";"pool#25"
"charme#positive";"0";"1";"2";"charme";"N";"charme#2"
"pretty#positive";"0";"1";"10";"pretty";"G";"pretty#10"
"had#negative";"0";"1";"98";"have";"V";"had#98"
"like#positive";"0";"1";"33";"like";"P";"like#33"
"extended#positive";"0";"1";"2";"extend";"V";"extended#2"
"they#negative";"0";"1";"51";"they";"Q";"they#51"
"splendid#strongpositive";"0";"1";"3";"splendid";"G";"splendid#3"
"closed#negative";"0";"1";"4";"closed";"G";"closed#4"
"minimal#negative";"0";"1";"3";"minimal";"G";"minimal#3"
"normal#positive";"0";"1";"4";"normal";"G";"normal#4"
"extra#negative";"0";"1";"6";"extra";"G";"extra#6"
"ok#negative";"0";"1";"17";"ok";"N";"ok#17"
"served#positive";"0";"1";"7";"serve";"V";"served#7"
"pleasant#positive";"0";"1";"5";"pleasant";"G";"pleasant#5"
"average#positive";"0";"1";"5";"average";"G";"average#5"
"cheap#negative";"0";"1";"16";"cheap";"G";"cheap#16"
"same#negative";"0";"1";"9";"same";"G";"same#9"
"welcome#positive";"0";"1";"7";"welcome";"G";"welcome#7"
"found#positive";"0";"1";"19";"find";"V";"found#19"
"unconfortable#negative";"0";"1";"2";"unconfortable";"G";"unconfortable#2"
"smiling#positive";"0";"1";"3";"smile";"V";"smiling#3"
"charged#negative";"0";"1";"4";"charge";"V";"charged#4"
"furnished#positive";"0";"1";"7";"furnish";"V";"furnished#7"
"short#negative";"0";"1";"14";"short";"G";"short#14"
"uncomfortable#negative";"0";"1";"3";"uncomfortable";"G";"uncomfortable#3"
"crowded#negative";"0";"1";"5";"crowded";"G";"crowded#5"
"ruined#negative";"0";"1";"3";"ruin";"V";"ruined#3"
"simple#positive";"0";"1";"3";"simple";"G";"simple#3"
"comfort#positive";"0";"1";"5";"comfort";"N";"comfort#5"
"unique#strongpositive";"0";"1";"3";"unique";"G";"unique#3"
"super#strongpositive";"0";"1";"4";"super";"G";"super#4"
"vast#positive";"0";"1";"2";"vast";"G";"vast#2"
"basic#positive";"0";"1";"14";"basic";"G";"basic#14"
"correct#positive";"0";"1";"2";"correct";"G";"correct#2"
"used#negative";"0";"1";"8";"use";"V";"used#8"
"perfect#positive";"0";"1";"13";"Perfect";"R";"perfect#13"
"there#negative";"0";"1";"147";"there";"A";"there#147"
"bars#positive";"0";"1";"12";"bar";"N";"bars#12"
"gym#positive";"0";"1";"8";"gym";"N";"gym#8"
"minimal#positive";"0";"1";"3";"minimal";"G";"minimal#3"
"local#positive";"0";"1";"3";"local";"G";"local#3"
"not#positive";"0";"1";"203";"not";"A";"not#203"
"only#negative";"0";"1";"44";"only";"A";"only#44"
"buffet#positive";"0";"1";"8";"buffet";"N";"buffet#8"
"very clean#strongpositive";"1";"17";"17";"very clean";"A G";"very#267 clean#72"
"very small#strongnegative";"1";"15";"15";"very small";"A G";"very#267 small#53"
"very helpful#strongpositive";"1";"5";"5";"very helpful";"A G";"very#267 helpful#22"
"too expensive#strongnegative";"1";"4";"4";"too expensive";"A G";"too#26 expensive#11"
"very bad#strongnegative";"1";"4";"4";"very bad";"A G";"very#267 bad#24"
"quite slow#negative";"1";"3";"3";"quite slow";"A G";"quite#33 slow#7"
"very comfortable#strongpositive";"1";"3";"3";"very comfortable";"A G";"very#267 comfortable#20"
"great !#strongpositive";"1";"3";"3";"great !";"G O";"great#91 !#101"
"very spacious#strongpositive";"1";"3";"3";"very spacious";"A G";"very#267 spacious#9"
"very pleasant#strongpositive";"1";"3";"3";"very pleasant";"A G";"very#267 pleasant#5"
"absolutely wonderful#strongpositive";"1";"2";"2";"absolutely wonderful";"A G";"absolutely#14 wonderful#8"
"well maintained#positive";"1";"2";"2";"well maintain";"A V";"well#54 maintained#2"
"no problem#positive";"1";"2";"2";"no problem";"D N";"no#78 problem#6"
"not safe#negative";"1";"2";"2";"not safe";"A G";"not#203 safe#7"
"really bad#strongnegative";"1";"2";"2";"really bad";"A G";"really#56 bad#24"
"very helpfull#strongpositive";"1";"2";"2";"very helpfull";"A G";"very#267 helpfull#6"
"very limited#strongnegative";"1";"2";"2";"very limited";"A G";"very#267 limited#5"
"well equipped#positive";"1";"2";"2";"well equipped";"A V";"well#54 equipped#4"
"big enough#positive";"1";"2";"2";"big enough";"G A";"big#27 enough#20"
"pretty good#strongpositive";"1";"2";"2";"pretty good";"A G";"pretty#10 good#153"
"really friendly#strongpositive";"1";"2";"2";"really friendly";"A G";"really#56 friendly#55"
"immaculately clean#strongpositive";"1";"2";"2";"immaculately clean";"A G";"immaculately#2 clean#72"
"quite small#negative";"1";"2";"2";"quite small";"A G";"quite#33 small#53"
"really great#strongpositive";"1";"2";"2";"really great";"A G";"really#56 great#91"
"not impressive#negative";"1";"2";"2";"not impressive";"A G";"not#203 impressive#2"
"sensational located#strongpositive";"1";"1";"1";"sensational locate";"G V";"sensational#1 located#28"
"really gross#strongnegative";"1";"1";"1";"really gross";"A G";"really#56 gross#2"
"very dangerous#strongnegative";"1";"1";"1";"Very dangerous";"R G";"very#267 dangerous#1"
"straight forward#positive";"1";"1";"1";"straight forward";"G A";"straight#3 forward#4"
"quite swift#positive";"1";"1";"1";"quite swift";"A G";"quite#33 swift#1"
"loungy feel#negative";"1";"1";"1";"loungy feel";"G N";"loungy#1 feel#6"
"replinished daily#positive";"1";"1";"1";"replinished daily";"V A";"replinished#1 daily#9"
"always smiling#positive";"1";"1";"1";"always smile";"A V";"always#26 smiling#3"
"not allow#negative";"1";"1";"1";"not allow";"A V";"not#203 allow#2"
"very fast#strongpositive";"1";"1";"1";"very fast";"A G";"very#267 fast#8"
"really near#strongpositive";"1";"1";"1";"really near";"A P";"really#56 near#23"
"a paradise#strongpositive";"1";"1";"1";"a paradise";"D N";"a#534 paradise#2"
"really soft#negative";"1";"1";"1";"really soft";"A G";"really#56 soft#2"
"little small#negative";"1";"1";"1";"little small";"G G";"little#32 small#53"
"realy reliable#strongpositive";"1";"1";"1";"realy reliable";"A G";"realy#2 reliable#3"
"too hard#negative";"1";"1";"1";"too hard";"A G";"too#26 hard#8"
"not great#negative";"1";"1";"1";"not great";"A G";"not#203 great#91"
"very happy#strongpositive";"1";"1";"1";"Very happy";"R G";"very#267 happy#6"
"uncomfortable smell#negative";"1";"1";"1";"uncomfortable smell";"G N";"uncomfortable#3 smell#6"
"very sneaky#strongnegative";"1";"1";"1";"very sneaky";"A G";"very#267 sneaky#1"
"kindly helped#positive";"1";"1";"1";"kindly help";"A V";"kindly#1 helped#2"
"worn down#negative";"1";"1";"1";"wear down";"V A";"worn#1 down#14"
"seven star#strongpositive";"1";"1";"1";"Seven star";"R N";"seven#2 star#20"
"only plus#positive";"1";"1";"1";"only plus";"G C";"only#44 plus#8"
"brilliant !#strongpositive";"1";"1";"1";"brilliant !";"G O";"brilliant#7 !#101"
"delightfully tranquil#strongpositive";"1";"1";"1";"delightfully tranquil";"A G";"delightfully#1 tranquil#1"
"always clean#strongpositive";"1";"1";"1";"always clean";"A G";"always#26 clean#72"
"an insult#negative";"1";"1";"1";"a insult";"D N";"an#47 insult#1"
"unbelievable small#strongnegative";"1";"1";"1";"unbelievable small";"G G";"unbelievable#1 small#53"
"just worked#negative";"1";"1";"1";"just work";"A V";"just#41 worked#9"
"hardly working#negative";"1";"1";"1";"hardly work";"A V";"hardly#4 working#13"
"too huge#negative";"1";"1";"1";"too huge";"A G";"too#26 huge#8"
"extremly noisy#strongnegative";"1";"1";"1";"extremly noisy";"A G";"extremly#1 noisy#13"
"rather used#negative";"1";"1";"1";"rather use";"A V";"rather#10 used#8"
"very tiny#strongnegative";"1";"1";"1";"very tiny";"A G";"very#267 tiny#8"
"no upgrade#negative";"1";"1";"1";"no upgrade";"D N";"no#78 upgrade#2"
"very beaituful#strongpositive";"1";"1";"1";"very beaituful";"A G";"very#267 beaituful#1"
"nothing extra#negative";"1";"1";"1";"nothing extra";"N G";"nothing#19 extra#6"
"very recommendable#strongpositive";"1";"1";"1";"Very recommendable";"R N";"very#267 recommendable#2"
"perfume flavouring#negative";"1";"1";"1";"perfume flavouring";"N N";"perfume#3 flavouring#1"
"beautiful !#strongpositive";"1";"1";"1";"beautiful !";"G O";"beautiful#17 !#101"
"no diversity#negative";"1";"1";"1";"no diversity";"D N";"no#78 diversity#2"
"a scam#negative";"1";"1";"1";"a scam";"D N";"a#534 scam#1"
"really small#strongnegative";"1";"1";"1";"really small";"A G";"really#56 small#53"
"absolutely fantastic#strongpositive";"1";"1";"1";"absolutely fantastic";"A G";"absolutely#14 fantastic#12"
"very cheap#strongpositive";"1";"1";"1";"very cheap";"A G";"very#267 cheap#16"
"hysterical !!!#strongnegative";"1";"1";"1";"HYSTERICAL !!!";"R O";"hysterical#1 !!!#8"
"very alive#positive";"1";"1";"1";"very alive";"A G";"very#267 alive#2"
"absolutely unique#strongpositive";"1";"1";"1";"absolutely unique";"A G";"absolutely#14 unique#3"
"only has#negative";"1";"1";"1";"only have";"A V";"only#44 has#19"
"not kind#negative";"1";"1";"1";"not kind";"A G";"not#203 kind#14"
"always hot#positive";"1";"1";"1";"always hot";"A G";"always#26 hot#11"
"great design#strongpositive";"1";"1";"1";"great design";"G N";"great#91 design#5"
"especially great#strongpositive";"1";"1";"1";"especially great";"A G";"especially#16 great#91"
"no go#negative";"1";"1";"1";"no go";"D N";"no#78 go#40"
"will like#positive";"1";"1";"1";"will like";"O V";"will#33 like#33"
"worked perfectly#strongpositive";"1";"1";"1";"work perfectly";"V A";"worked#9 perfectly#4"
"above average#positive";"1";"1";"1";"above average";"G N";"above#2 average#5"
