"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"magnifique#strongpositive";"0";"22";"40";"magnifique";"N";"magnifique#40"
"bien#positive";"0";"21";"227";"bien";"G";"bien#227"
"super#strongpositive";"0";"21";"54";"super";"G";"super#54"
"sympa#positive";"0";"15";"42";"sympa";"G";"sympa#42"
"sympathique#positive";"0";"13";"22";"sympathique";"G";"sympathique#22"
"belle#positive";"0";"12";"29";"beau";"G";"belle#29"
"excellent#strongpositive";"0";"12";"19";"excellent";"G";"excellent#19"
"parfait#strongpositive";"0";"12";"18";"parfait";"G";"parfait#18"
"sale#negative";"0";"11";"20";"sale";"G";"sale#20"
"confortable#positive";"0";"11";"17";"confortable";"G";"confortable#17"
"calme#positive";"0";"10";"37";"calme";"G";"calme#37"
"bonne#positive";"0";"10";"55";"bon";"G";"bonne#55"
"propres#positive";"0";"10";"27";"propre";"G";"propres#27"
"grande#positive";"0";"10";"38";"grand";"G";"grande#38"
"correct#positive";"0";"10";"20";"correct";"G";"correct#20"
"grand#positive";"0";"10";"39";"grand";"G";"grand#39"
"dommage#negative";"0";"9";"25";"dommage";"N";"dommage#25"
"irréprochable#strongpositive";"0";"8";"10";"irréprochable";"G";"irréprochable#10"
"petite#negative";"0";"8";"37";"petit";"G";"petite#37"
"superbe#strongpositive";"0";"8";"17";"superbe";"G";"superbe#17"
"correcte#positive";"0";"8";"13";"correct";"G";"correcte#13"
"accueillant#positive";"0";"8";"16";"accueillant";"G";"accueillant#16"
"super#positive";"0";"7";"54";"super";"G";"super#54"
"payant#negative";"0";"7";"18";"payant";"G";"payant#18"
"aimable#positive";"0";"6";"17";"aimable";"G";"aimable#17"
"superbe#positive";"0";"6";"17";"superbe";"G";"superbe#17"
"recommande#positive";"0";"6";"22";"recommander";"V";"recommande#22"
"bel#positive";"0";"5";"22";"beau";"G";"bel#22"
"spacieuse#positive";"0";"5";"12";"spacieux";"G";"spacieuse#12"
"pratique#positive";"0";"5";"23";"pratique";"G";"pratique#23"
"médiocre#negative";"0";"4";"7";"médiocre";"G";"médiocre#7"
"serviable#positive";"0";"4";"12";"serviable";"G";"serviable#12"
"petit#negative";"0";"4";"111";"petit";"G";"petit#111"
"magnifique#positive";"0";"4";"40";"magnifique";"N";"magnifique#40"
"inoubliable#strongpositive";"0";"4";"8";"inoubliable";"G";"inoubliable#8"
"reviendrons#positive";"0";"4";"9";"revenir";"V";"reviendrons#9"
"impeccable#strongpositive";"0";"4";"6";"impeccable";"G";"impeccable#6"
"délicieux#strongpositive";"0";"4";"6";"délicieux";"G";"délicieux#6"
"rapide#positive";"0";"3";"13";"rapide";"G";"rapide#13"
"conseille#positive";"0";"3";"10";"conseiller";"V";"conseille#10"
"ni#negative";"0";"3";"21";"ni";"C";"ni#21"
"adore#strongpositive";"0";"3";"4";"adorer";"V";"adore#4"
"disponible#positive";"0";"3";"5";"disponible";"G";"disponible#5"
"nombreuses#positive";"0";"3";"7";"nombreux";"G";"nombreuses#7"
"simple#positive";"0";"3";"12";"simple";"G";"simple#12"
"problème#negative";"0";"3";"12";"problème";"N";"problème#12"
"propreté#positive";"0";"3";"20";"propreté";"N";"propreté#20"
"sympas#positive";"0";"3";"9";"sympa";"G";"sympas#9"
"gratuit#positive";"0";"3";"14";"gratuit";"G";"gratuit#14"
"bonnes#positive";"0";"3";"12";"bon";"G";"bonnes#12"
"génial#strongpositive";"0";"3";"7";"génial";"G";"génial#7"
"beau#positive";"0";"3";"24";"beau";"G";"beau#24"
"souriant#positive";"0";"3";"15";"souriant";"G";"souriant#15"
"chaleureux#positive";"0";"3";"9";"chaleureux";"G";"chaleureux#9"
"design#positive";"0";"3";"10";"design";"N";"design#10"
"variée#positive";"0";"3";"5";"varier";"G";"variée#5"
"agreable#positive";"0";"3";"8";"agreable";"G";"agreable#8"
"raisonnable#positive";"0";"3";"4";"raisonnable";"G";"raisonnable#4"
"sympathiques#positive";"0";"3";"8";"sympathique";"G";"sympathiques#8"
"payants#negative";"0";"3";"7";"payants";"V";"payants#7"
"bof#negative";"0";"3";"5";"Bof";"P";"bof#7"
"variés#positive";"0";"3";"6";"varier";"G";"variés#6"
"excellent#positive";"0";"3";"19";"excellent";"G";"excellent#19"
"mal#negative";"0";"3";"25";"mal";"G";"mal#25"
"bruyante#negative";"0";"3";"7";"bruyant";"G";"bruyante#7"
"top#strongpositive";"0";"3";"24";"top";"G";"top#24"
"qualité#strongpositive";"0";"2";"65";"qualité";"N";"qualité#65"
"simple#negative";"0";"2";"12";"simple";"G";"simple#12"
"agréables#positive";"0";"2";"8";"agréable";"G";"agréables#8"
"fonctionnel#positive";"0";"2";"4";"fonctionnel";"G";"fonctionnel#4"
"bruyant#negative";"0";"2";"17";"bruyant";"G";"bruyant#17"
"noire#negative";"0";"2";"3";"noir";"G";"noire#3"
"aussi#positive";"0";"2";"32";"aussi";"G";"aussi#32"
"merci#positive";"0";"2";"16";"merci";"G";"merci#16"
"beaucoup#positive";"0";"2";"43";"beaucoup";"G";"beaucoup#43"
"superbes#strongpositive";"0";"2";"4";"superbe";"G";"superbes#4"
"malgré#negative";"0";"2";"18";"malgré";"P";"malgré#18"
"magnifiques#strongpositive";"0";"2";"5";"magnifiques";"N";"magnifiques#5"
"chauffée#positive";"0";"2";"6";"chauffer";"G";"chauffée#6"
"désagréable#negative";"0";"2";"10";"désagréable";"G";"désagréable#10"
"impeccables#strongpositive";"0";"2";"3";"impeccable";"G";"impeccables#3"
"sales#negative";"0";"2";"5";"sale";"P";"sales#5"
"poli#positive";"0";"2";"3";"polir";"G";"poli#3"
"serviables#positive";"0";"2";"7";"serviable";"G";"serviables#7"
"efficace#positive";"0";"2";"7";"efficace";"G";"efficace#7"
"belles#positive";"0";"2";"13";"beau";"N";"belles#13"
"neuve#positive";"0";"2";"3";"neuve";"P";"neuve#3"
"cassé#negative";"0";"2";"5";"cassé";"G";"cassé#5"
"courtois#positive";"0";"2";"5";"courtois";"G";"courtois#5"
"immense#strongpositive";"0";"2";"3";"immense";"G";"immense#3"
"nouvelle#positive";"0";"2";"3";"nouveau";"G";"nouvelle#3"
"partout#negative";"0";"2";"9";"partout";"G";"partout#9"
"contente#positive";"0";"2";"3";"content";"G";"contente#3"
"moderne#positive";"0";"2";"6";"moderne";"G";"moderne#6"
"magique#positive";"0";"2";"3";"magique";"N";"magique#3"
"incroyable#strongpositive";"0";"2";"4";"incroyable";"G";"incroyable#4"
"convivial#positive";"0";"2";"3";"convivial";"G";"convivial#3"
"nombreux#positive";"0";"2";"11";"nombreux";"G";"nombreux#11"
"retournerai#positive";"0";"2";"4";"retourner";"V";"retournerai#4"
"minuscule#negative";"0";"2";"3";"minuscule";"G";"minuscule#3"
"ombragé#positive";"0";"2";"4";"ombrager";"V";"ombragé#4"
"spacieuse#strongpositive";"0";"2";"12";"spacieux";"G";"spacieuse#12"
"calmes#positive";"0";"2";"4";"calme";"G";"calmes#4"
"énorme#positive";"0";"2";"3";"énorme";"G";"énorme#3"
"déçu#strongnegative";"0";"2";"9";"décevoir";"V";"déçu#9"
"confortables#positive";"0";"2";"8";"confortable";"G";"confortables#8"
"nickel#strongpositive";"0";"2";"4";"nickel";"N";"nickel#4"
"vieillotte#negative";"0";"2";"3";"vieillot";"G";"vieillotte#3"
"excellente#strongpositive";"0";"2";"5";"excellent";"G";"excellente#5"
"lamentable#negative";"0";"2";"3";"Lamentable";"D";"lamentable#3"
"adorable#strongpositive";"0";"2";"4";"adorable";"G";"adorable#4"
"ombragés#positive";"0";"2";"3";"ombrager";"V";"ombragés#3"
"soleil#positive";"0";"2";"11";"soleil";"N";"soleil#11"
"neuf#positive";"0";"2";"4";"neuf";"G";"neuf#4"
"sauf#negative";"0";"2";"16";"sauf";"P";"sauf#16"
"cher#negative";"0";"2";"26";"cher";"G";"cher#26"
"copieux#positive";"0";"2";"6";"copieux";"N";"copieux#6"
"charmant#positive";"0";"2";"5";"charmant";"G";"charmant#5"
"central#positive";"0";"2";"5";"central";"O";"central#5"
"boire#positive";"0";"1";"2";"boire";"N";"boire#2"
"génial#positive";"0";"1";"7";"génial";"G";"génial#7"
"pas#negative";"0";"1";"440";"Pas";"G";"pas#440"
"conseil#positive";"0";"1";"2";"conseil";"N";"conseil#2"
"gratuites#positive";"0";"1";"5";"gratuit";"G";"gratuites#5"
"accueil#negative";"0";"1";"81";"accueil";"N";"accueil#81"
"somptueux#positive";"0";"1";"2";"somptueux";"G";"somptueux#2"
"meilleurs#positive";"0";"1";"5";"meilleur";"G";"meilleurs#5"
"conviviale#strongpositive";"0";"1";"3";"convivial";"G";"conviviale#3"
"équipements#positive";"0";"1";"6";"équipement";"N";"équipements#6"
"spacieuses#strongpositive";"0";"1";"6";"spacieux";"G";"spacieuses#6"
"superbes#positive";"0";"1";"4";"superbe";"G";"superbes#4"
"chambres#positive";"0";"1";"84";"chambre";"N";"chambres#84"
"pareil#strongpositive";"0";"1";"3";"pareil";"N";"pareil#3"
"bravo#strongpositive";"0";"1";"5";"bravo";"O";"bravo#5"
"biens#positive";"0";"1";"2";"bien";"N";"biens#2"
"particulière#negative";"0";"1";"3";"particulière";"N";"particulière#3"
"catastrophique#strongnegative";"0";"1";"2";"catastrophique";"G";"catastrophique#2"
"pour#positive";"0";"1";"433";"pour";"P";"pour#433"
"passable#positive";"0";"1";"4";"passable";"G";"passable#4"
"versailles#positive";"0";"1";"2";"Versailles";"N";"versailles#2"
"polis#positive";"0";"1";"2";"poli";"G";"polis#2"
"défectueux#strongnegative";"0";"1";"3";"défectueux";"G";"défectueux#3"
"souriants#positive";"0";"1";"2";"souriant";"G";"souriants#2"
"plusieurs#positive";"0";"1";"14";"plusieurs";"D";"plusieurs#14"
"proprete#positive";"0";"1";"4";"proprete";"V";"proprete#4"
"jolie#positive";"0";"1";"5";"joli";"G";"jolie#5"
"très#positive";"0";"1";"485";"Très";"G";"très#496"
"impeccables#positive";"0";"1";"3";"impeccable";"G";"impeccables#3"
"plait#positive";"0";"1";"2";"plait";"V";"plait#2"
"chère#negative";"0";"1";"3";"cher";"G";"chère#3"
"neufs#negative";"0";"1";"3";"neuf";"G";"neufs#3"
"nettoyés#positive";"0";"1";"3";"nettoyer";"G";"nettoyés#3"
"déplorable#strongnegative";"0";"1";"3";"déplorable";"G";"déplorable#3"
"piscine#positive";"0";"1";"133";"piscine";"N";"piscine#133"
"accueillant#strongpositive";"0";"1";"16";"accueillant";"G";"accueillant#16"
"acceuillant#positive";"0";"1";"4";"acceuillant";"G";"acceuillant#4"
"magnifiques#positive";"0";"1";"5";"magnifiques";"N";"magnifiques#5"
"impeccable#positive";"0";"1";"6";"impeccable";"G";"impeccable#6"
"variées#positive";"0";"1";"2";"varier";"G";"variées#2"
"agréables#strongpositive";"0";"1";"8";"agréable";"G";"agréables#8"
"souriant#strongpositive";"0";"1";"15";"souriant";"G";"souriant#15"
"grande#strongpositive";"0";"1";"38";"grand";"G";"grande#38"
"jeune#positive";"0";"1";"6";"jeune";"G";"jeune#6"
"simpas#positive";"0";"1";"2";"simpas";"G";"simpas#2"
"magique#strongpositive";"0";"1";"3";"magique";"N";"magique#3"
"nul#negative";"0";"1";"4";"nul";"N";"nul#4"
"qualité#positive";"0";"1";"65";"qualité";"N";"qualité#65"
"varies#positive";"0";"1";"2";"varies";"N";"varies#2"
"bien#strongpositive";"0";"1";"227";"bien";"G";"bien#227"
"positifs#positive";"0";"1";"6";"positif";"G";"positifs#6"
"merveilleux#positive";"0";"1";"3";"merveilleux";"D";"merveilleux#3"
"décevant#strongnegative";"0";"1";"5";"décevant";"G";"décevant#5"
"simplement#negative";"0";"1";"5";"simplement";"G";"simplement#5"
"petite#positive";"0";"1";"37";"petit";"G";"petite#37"
"acceptable#positive";"0";"1";"3";"acceptable";"G";"acceptable#3"
"impressionnant#positive";"0";"1";"2";"impressionnant";"G";"impressionnant#2"
"genial#positive";"0";"1";"3";"Genial";"G";"genial#3"
"vieux#positive";"0";"1";"9";"vieux";"G";"vieux#9"
"bons#positive";"0";"1";"9";"bon";"G";"bons#9"
"aucun#negative";"0";"1";"16";"aucun";"D";"aucun#16"
"limite#negative";"0";"1";"4";"limiter";"V";"limite#4"
"court#negative";"0";"1";"7";"court";"G";"court#7"
"fuyez#negative";"0";"1";"3";"fuyez";"C";"fuyez#3"
"entretenu#positive";"0";"1";"11";"entretenir";"V";"entretenu#11"
"retourner#strongpositive";"0";"1";"7";"retourner";"V";"retourner#7"
"merveilleux#strongpositive";"0";"1";"3";"merveilleux";"D";"merveilleux#3"
"incompétent#strongnegative";"0";"1";"2";"incompétent";"G";"incompétent#2"
"facile#positive";"0";"1";"8";"facile";"G";"facile#8"
"délicieux#positive";"0";"1";"6";"délicieux";"G";"délicieux#6"
"gratuite#positive";"0";"1";"4";"gratuit";"G";"gratuite#4"
"luxueux#positive";"0";"1";"3";"luxueux";"G";"luxueux#3"
"noirs#negative";"0";"1";"2";"noir";"G";"noirs#2"
"multiples#positive";"0";"1";"3";"multiple";"N";"multiples#3"
"luxe#strongpositive";"0";"1";"8";"luxe";"N";"luxe#8"
"étrange#positive";"0";"1";"3";"étrange";"G";"étrange#3"
"commercial#positive";"0";"1";"7";"commercial";"G";"commercial#7"
"plages#positive";"0";"1";"6";"plage";"N";"plages#6"
"catastrophe#strongnegative";"0";"1";"2";"catastrophe";"N";"catastrophe#2"
"reposant#positive";"0";"1";"4";"reposer";"V";"reposant#4"
"douteuse#negative";"0";"1";"3";"douteur";"G";"douteuse#3"
